--------- beginning of main
04-07 17:57:24.241 20183 20183 E llm_bench: createInstance(64bit) : createExtendedFactory
04-07 17:57:24.244 20183 20183 E llm_bench: createInstance(64bit) : createExtendedFactory
04-07 17:57:24.244 20183 20183 E llm_bench: Opened libinputextensionsimpl.so
04-07 17:57:24.244 20183 20183 E llm_bench: Opened libinputextensionsimpl.so
04-07 17:57:24.244 20183 20183 E libEGL  : No entry found in platform lookup table for eglSurfaceAttribMTK
04-07 17:57:24.245 20183 20183 D ExtensionsLoader: createInstance(64bit) : createExtendedFactory
04-07 17:57:24.245 20183 20183 D ExtensionsLoader: Opened libguiextimpl.so
04-07 17:57:24.255 20183 20183 D OplusUtils: OplusUtils [89]: 
04-07 17:57:24.258 20183 20183 E MNNJNI  : Can't open file:/sys/devices/system/cpu/cpufreq/boost/affected_cpus
04-07 17:57:24.259 20183 20183 I MNNJNI  : CPU Group: [ 0  1 ], 364800 - 2265600
04-07 17:57:24.259 20183 20183 I MNNJNI  : CPU Group: [ 5  6 ], 499200 - 2956800
04-07 17:57:24.259 20183 20183 I MNNJNI  : CPU Group: [ 2  3  4 ], 499200 - 3148800
04-07 17:57:24.259 20183 20183 I MNNJNI  : CPU Group: [ 7 ], 480000 - 3302400
04-07 17:57:24.259 20183 20183 W libc    : Access denied finding property "ro.hardware.chipname"
04-07 17:57:24.259 20183 20183 I MNNJNI  : (last_midr & (CPUINFO_ARM_MIDR_IMPLEMENTER_MASK | CPUINFO_ARM_MIDR_PART_MASK))=0x 4100d820 in _getInfoArm, 1234 
04-07 17:57:24.259 20183 20183 I MNNJNI  : The device supports: i8sdot:1, fp16:1, i8mm: 1, sve2: 0, sme2: 0
04-07 17:57:24.259 20183 20183 I MNNJNI  : DEBUG: CPURuntime::CPURuntime called. cpuMask=0 (Hex: 0x0)
04-07 17:57:24.259 20183 20183 I MNNJNI  : DEBUG: CPURuntime::onCreate called. cpuMask=0 (Hex: 0x0)
04-07 17:57:24.259 20183 20183 I MNNJNI  : [AECS] Device=OnePlus/PKG110/OP5D2BL1:15/UKQ1.231108.001/V.46ea308-2771c91-2776590:user/release-keys, prefill order=7,6,5,4,3,2,1,0, decode stage1 order=7,6,5,4,3,2
04-07 17:57:24.259 20183 20183 I MNNJNI  : [AutoTuner] Initialized. Default(threads=1, affinity=0x0) Prefill(policy=dynamic, static=0.00, target_chunks=60, threads=1, affinity=0x0) Decode(policy=dynamic, static=0.00, target_chunks=2, threads=1, affinity=0x0)
04-07 17:57:24.259 20183 20183 I MNNJNI  : [AutoTuner] Core capacities set to: [
04-07 17:57:24.259 20183 20183 I MNNJNI  : 379:
04-07 17:57:24.259 20183 20183 I MNNJNI  : 379:
04-07 17:57:24.259 20183 20183 I MNNJNI  : 923:
04-07 17:57:24.259 20183 20183 I MNNJNI  : 923:
04-07 17:57:24.259 20183 20183 I MNNJNI  : 923:
04-07 17:57:24.259 20183 20183 I MNNJNI  : 867:
04-07 17:57:24.259 20183 20183 I MNNJNI  : 867:
04-07 17:57:24.259 20183 20183 I MNNJNI  : 1024
04-07 17:57:24.259 20183 20183 I MNNJNI  : ]
04-07 17:57:24.259 20183 20183 I MNNJNI  : [AutoTuner] Prefill tuning updated: policy=dynamic, static_ratio=0.00, target_chunks=60, min_chunk=32
04-07 17:57:24.259 20183 20183 I MNNJNI  : [AutoTuner] Decode tuning updated: policy=dynamic, static_ratio=0.00, target_chunks=4, min_chunk=1
04-07 17:57:24.259 20183 20183 I MNNJNI  : [AutoTuner] Default execution updated: threads=6, affinity=0xFC
04-07 17:57:24.259 20183 20183 I MNNJNI  : [AutoTuner] Prefill execution updated: threads=6, affinity=0xFC
04-07 17:57:24.259 20183 20183 I MNNJNI  : [AutoTuner] Decode execution updated: threads=4, affinity=0x9C
04-07 17:57:24.262 20183 20183 I MNNJNI  : Binding to CPU Core IDs: [2,3,4,5,6,7]
04-07 17:57:24.262 20183 20183 I MNNJNI  : Llm::initRuntime (Path B): pool_threads=6, merged_cpu_ids=6, cpuMask=0xfc
04-07 17:57:24.262 20183 20183 I MNNJNI  : DEBUG: Force Creating Runtime via Executor. cpuMask = 0xfc
